STATUS,sEXT,sNEU,sAGR,sCON,sOPN,SENTIMENT
hay vece en la que simplement quisiera olvidarm de todo refugiarm en la profundidad de mi ment,3.0,3.15,2.95,3.55,4.8,0.0
meu somnerium en busca de un pequeÃ±o momento de comprensiÃ³n,3.0,3.15,2.95,3.55,4.8,0.0
de vuelta al mundo interno sin lÃ­mite,3.0,3.15,2.95,3.55,4.8,-0.5574
por favor que la cosa mejoren si es que en verdad alguien pued ayudar que le otorguen lo que necesita,3.0,3.15,2.95,3.55,4.8,0.4019
get readi fun escapada espiritu al corazÃ³n del orÃ¡culo riviera maya meu somnierum,3.0,3.15,2.95,3.55,4.8,0.5106
want reconcil violenc heart want recognis beauti mask want exorcis demon past want satisfi undisclos desir heart gracia sofi por la canciÃ³n tan genial,3.0,3.15,2.95,3.55,4.8,0.6124
dont know think anymor,3.0,3.15,2.95,3.55,4.8,0.0
life truli special way show us need weirdest momentsf n l f n yi know im alon anymor,3.0,3.15,2.95,3.55,4.8,0.2023
back routin,3.0,3.15,2.95,3.55,4.8,0.0
tri get doldrum,4.6,1.6,4.3,4.7,4.5,0.0
aruba,4.6,1.6,4.3,4.7,4.5,0.0
peopl need get michael vick life get,4.6,1.6,4.3,4.7,4.5,0.0
vega babi yaaa,4.6,1.6,4.3,4.7,4.5,0.0
doesnt rememb go bed she upset much drunk propnam tri screw around hungov propnam isnt funni drunk propnam,3.7,1.75,4.0,3.75,4.5,-0.7783
glad summertim live easi one morn shell rise sing,3.7,1.75,4.0,3.75,4.5,0.4588
got home spend 11 gloriou hour famili awesom day sorri miss call text phone die mani hour ago,3.7,1.75,4.0,3.75,4.5,-0.6705
im leavin cruis ship know ill back serious though phone internet week incommunicado kid fun tri anyth crazi,3.7,1.75,4.0,3.75,4.5,0.0516
home caribbean amaz,3.7,1.75,4.0,3.75,4.5,0.0
good talk tonight fun time,3.7,1.75,4.0,3.75,4.5,0.7351
one doubl nine day freedom,3.7,1.75,4.0,3.75,4.5,0.6369
cant stop bat countri,3.7,1.75,4.0,3.75,4.5,0.2235
win lose week 2 doesnt say anyth playoff there alway next week let fair competit next week chief ahahaha,3.7,1.75,4.0,3.75,4.5,0.5267
ought cast next big zombi movi extra feel like live dead must feel night heavi braineat equival drink explain want time,3.7,1.75,4.0,3.75,4.5,-0.3612
need cant one els she feel superson give gin tonic could much want,3.7,1.75,4.0,3.75,4.5,0.0772
damn eagl look sharp today bad red sox couldnt,3.7,1.75,4.0,3.75,4.5,-0.7351
made cash last night play poker hope repeat perform tonight,3.7,1.75,4.0,3.75,4.5,0.6486
hasnt felt way feel today long hard specifi,3.7,1.75,4.0,3.75,4.5,-0.1027
got time spreadin root time come gone though health drank thousand time time rambl,3.7,1.75,4.0,3.75,4.5,0.0
weird place life right road map would handi,3.7,1.75,4.0,3.75,4.5,-0.1779
damn flu could univers time wors think,3.7,1.75,4.0,3.75,4.5,-0.6486
woot go chief,3.7,1.75,4.0,3.75,4.5,0.4215
would love someth even remot resembl reason sleep schedul,3.7,1.75,4.0,3.75,4.5,0.6369
feel sever underappreci lame,3.7,1.75,4.0,3.75,4.5,-0.4215
good day look good night also,3.7,1.75,4.0,3.75,4.5,0.7003
doesnt look differ chang your look she,3.7,1.75,4.0,3.75,4.5,0.0
want live soul meet bodi let sun wrap arm around bath skin water cool cleans feel feel like new,3.7,1.75,4.0,3.75,4.5,0.6249
learn stand front open refridger freezer doesnt make food look appet start defrost food freezer,3.7,1.75,4.0,3.75,4.5,0.0
prove epic ninja skill tonight,3.7,1.75,4.0,3.75,4.5,0.0
shall live sunshin swim sea drink wild air salubr,3.7,1.75,4.0,3.75,4.5,0.0
hope punk kid apart complex would nab jackolantern balconi give honor good smash instead unceremoni toss dumpster,3.7,1.75,4.0,3.75,4.5,0.8126
begin tomorrow well seren high spirit encumb old nonsens,3.7,1.75,4.0,3.75,4.5,0.4215
gonna blame upon rush blood head,3.7,1.75,4.0,3.75,4.5,-0.34
one worst night ever work spend day actual believ today would good day,3.7,1.75,4.0,3.75,4.5,-0.296
bit fun watch everyon pass,3.7,1.75,4.0,3.75,4.5,0.5106
sit english garden wait sun,3.7,1.75,4.0,3.75,4.5,0.0
573 fact drink colleg doesnt affect liver real life,3.7,1.75,4.0,3.75,4.5,0.0
want life could ever grant she bore chore save face,3.7,1.75,4.0,3.75,4.5,0.6124
love nerdiest friend ever she seen least ten propnam poem post today grant everyon pick one v vendetta meh,3.7,1.75,4.0,3.75,4.5,0.8807
feel uninspir unmotiv someon els pleas pay bill move new apart,3.7,1.75,4.0,3.75,4.5,-0.1027
tire pass,3.7,1.75,4.0,3.75,4.5,0.0
gotta tell state she,3.7,1.75,4.0,3.75,4.5,0.0
worst day sinc yesterday,3.7,1.75,4.0,3.75,4.5,-0.6249
learn everi day time everyth,3.7,1.75,4.0,3.75,4.5,0.0
still live ghost lone dream west coast want feel sunshin,3.7,1.75,4.0,3.75,4.5,-0.2732
thought would know your god,3.7,1.75,4.0,3.75,4.5,0.2732
took broken wing learn fli life wait moment aris,3.7,1.75,4.0,3.75,4.5,-0.4767
doesnt want merci emot want use enjoy domin,3.7,1.75,4.0,3.75,4.5,0.4129
watch light go let cabl sleep whatev say right whatev good,3.7,1.75,4.0,3.75,4.5,0.4404
simultan pack laundri clean jam ah product,3.7,1.75,4.0,3.75,4.5,0.4019
home work back packingclean januari 2nd cant come soon enough start get realli monoton,3.7,1.75,4.0,3.75,4.5,0.0
pain petti selfish time,3.7,1.75,4.0,3.75,4.5,-0.7506
doppelgÃ¤ng week chang profil pictur someon famou told look like updat profil evil twin photo cut past statu,3.7,1.75,4.0,3.75,4.5,-0.6124
want kind thing money cant buy,3.7,1.75,4.0,3.75,4.5,0.5719
hate admit she becom morn person,3.7,1.75,4.0,3.75,4.5,-0.4404
glad see legitim storm outsid didnt go back work minut,3.7,1.75,4.0,3.75,4.5,0.4588
far biggest nerd know sometim realli say lot know friend,3.7,1.75,4.0,3.75,4.5,0.25
realiz she awak 22 hour might explain exhaust,3.7,1.75,4.0,3.75,4.5,-0.296
amaz night last night spite fact liter fall asleep feet,3.7,1.75,4.0,3.75,4.5,-0.5267
grace enough repriorit progress,4.75,1.5,4.5,3.25,3.5,0.6808
step last stage wont say goodby well done propnam,4.75,1.5,4.5,3.25,3.5,-0.2057
free style,4.75,1.5,4.5,3.25,3.5,0.5106
love ginosko ppl,4.75,1.5,4.5,3.25,3.5,0.6369
lose trust facebook quizz look wall lol,4.75,1.5,4.5,3.25,3.5,0.5267
r u god,4.75,1.5,4.5,3.25,3.5,0.2732
plan tri start week,4.75,1.5,4.5,3.25,3.5,0.0
lost found repent absurd arrog,4.75,1.5,4.5,3.25,3.5,-0.3182
merri christma much bless love,4.75,1.5,4.5,3.25,3.5,0.7906
busi day work day shouldnt even work,4.75,1.5,4.5,3.25,3.5,0.0
walk away bless behind,4.75,1.5,4.5,3.25,3.5,0.4215
best day alway today,4.75,1.5,4.5,3.25,3.5,0.6369
mind much retreat come tide homework,2.35,2.85,3.4,2.55,4.8,0.2023
first day propnam scholar,2.35,2.85,3.4,2.55,4.8,0.0
rip propnam,2.35,2.85,3.4,2.55,4.8,0.0
cant go back sta til thursday caus stupid flu,2.35,2.85,3.4,2.55,4.8,-0.7184
alway look bright side life,2.35,2.85,3.4,2.55,4.8,0.4404
nation merit semifinalist yay,2.35,2.85,3.4,2.55,4.8,0.7351
cram homework,2.35,2.85,3.4,2.55,4.8,0.0
experienc schadenfreud right,2.35,2.85,3.4,2.55,4.8,0.0
nation merit semifinalist yay,2.35,2.85,3.4,2.55,4.8,0.7351
could sit comput lab 4 final paper due oh crap,2.35,2.85,3.4,2.55,4.8,-0.3818
hold thi piec thou knave,2.35,2.85,3.4,2.55,4.8,0.0
confus,2.35,2.85,3.4,2.55,4.8,0.0
write paper due tomorrow write instead write statu say,2.35,2.85,3.4,2.55,4.8,0.0
oh ironi dork,2.35,2.85,3.4,2.55,4.8,-0.34
14 chapter left read,2.35,2.85,3.4,2.55,4.8,0.0
blue,2.35,2.85,3.4,2.55,4.8,0.0
hang minut put phone chees get key open door,2.35,2.85,3.4,2.55,4.8,0.0
look spot spin attempt find spot spot oh behind 360 degre darn,2.35,2.85,3.4,2.55,4.8,0.0
done paper next one,2.35,2.85,3.4,2.55,4.8,0.0
superbowl monday make offici holiday,2.35,2.85,3.4,2.55,4.8,0.4019
much accumul,2.35,2.85,3.4,2.55,4.8,0.0
summer,3.4,2.2,3.75,3.25,3.47,0.0
need sunni invit bunch peep,3.4,2.2,3.75,3.25,3.47,0.0
never chang facebook pic ever record right,3.4,2.2,3.75,3.25,3.47,0.0
sleepi doesnt want pack,1.75,3.4,3.2,2.6,4.3,-0.0572
leav soon,1.75,3.4,3.2,2.6,4.3,0.0
put patch hole clothingand start show,1.75,3.4,3.2,2.6,4.3,0.0
tri get hear back nibbler decid imit sneezingveri loudli,1.75,3.4,3.2,2.6,4.3,0.0
awak pack __,1.75,3.4,3.2,2.6,4.3,0.0
sick tire market,1.75,3.4,3.2,2.6,4.3,-0.5106
rub red pepper oil eye ____ fuck,1.75,3.4,3.2,2.6,4.3,-0.5423
life end one minut time,1.75,3.4,3.2,2.6,4.3,0.0
camp,1.75,3.4,3.2,2.6,4.3,0.0
cant figur get hair cut suggest,1.75,3.4,3.2,2.6,4.3,-0.2732
world ashtray,1.75,3.4,3.2,2.6,4.3,0.0
blow magnific spit bubbl,1.75,3.4,3.2,2.6,4.3,0.5106
need stop buy thing onlin she go penniless,1.75,3.4,3.2,2.6,4.3,-0.296
lake placid wonder,1.75,3.4,3.2,2.6,4.3,0.0
need finish workbut lazi,1.75,3.4,3.2,2.6,4.3,0.0
cant sleep,1.75,3.4,3.2,2.6,4.3,0.0
give art scientist,1.75,3.4,3.2,2.6,4.3,0.0
noth today,1.75,3.4,3.2,2.6,4.3,0.0
give scientist becom cave hermit,1.75,3.4,3.2,2.6,4.3,0.0
stop wast time go colleg get real job,1.75,3.4,3.2,2.6,4.3,-0.296
liber canandaigua,1.75,3.4,3.2,2.6,4.3,0.0
realli love fall,1.75,3.4,3.2,2.6,4.3,0.6369
hung phone slow sad dad said worst thing live kill,1.75,3.4,3.2,2.6,4.3,-0.9169
look sick time,1.75,3.4,3.2,2.6,4.3,-0.5106
well see want see see well take want deserv nine time ten heart get dissolv well want better place better way fall,1.75,3.4,3.2,2.6,4.3,0.9001
tri find apart,1.75,3.4,3.2,2.6,4.3,0.0
probabl go sleep soon,1.75,3.4,3.2,2.6,4.3,0.0
hasnt onlin long time,1.75,3.4,3.2,2.6,4.3,0.0
pack crap move week cant afford cabl internet servic youll text want talk phone number 7476371 didnt alreadi know,1.75,3.4,3.2,2.6,4.3,-0.25
bore thing need find someth els focu obsess,1.75,3.4,3.2,2.6,4.3,-0.4588
finish drill8 peopl fell,3.45,1.5,2.4,4.55,4.7,0.0
need calc,3.45,1.5,2.4,4.55,4.7,0.0
grill battalion,3.45,1.5,2.4,4.55,4.7,0.0
work calculu,3.45,1.5,2.4,4.55,4.7,0.0
militari scienc iii,3.45,1.5,2.4,4.55,4.7,0.0
move delta,3.45,1.5,2.4,4.55,4.7,0.0
squabbl violent peopl accept idea yesterday accept idea tomorrow,3.45,1.5,2.4,4.55,4.7,0.0772
back class,3.45,1.5,2.4,4.55,4.7,0.0
battalion level smoke session 2130,3.45,1.5,2.4,4.55,4.7,0.0
calc histori comp chem,3.45,1.5,2.4,4.55,4.7,0.0
height weight test bravo,3.45,1.5,2.4,4.55,4.7,0.0
chem im done class day,3.45,1.5,2.4,4.55,4.7,0.0
hate wednesday,3.45,1.5,2.4,4.55,4.7,-0.5719
advers caus men break other break record back gym,3.45,1.5,2.4,4.55,4.7,0.0
ms iii class,3.45,1.5,2.4,4.55,4.7,0.0
phone suck,3.45,1.5,2.4,4.55,4.7,-0.4404
apolog last statu real smoke session took placeim sure,3.45,1.5,2.4,4.55,4.7,0.3182
nan,3.45,1.5,2.4,4.55,4.7,0.0
dream forev live today,3.45,1.5,2.4,4.55,4.7,0.25
go gym,3.45,1.5,2.4,4.55,4.7,0.0
think better world would whole world cooki milk three oclock everi afternoon lay blanket nap,3.45,1.5,2.4,4.55,4.7,0.4404
go path may lead go instead path leav trail,3.45,1.5,2.4,4.55,4.7,0.0
parad practiceworst time day,3.45,1.5,2.4,4.55,4.7,0.0
strike first strike twice,3.45,1.5,2.4,4.55,4.7,-0.25
amaz amount news happen world everi day alway exactli fit newspap,3.45,1.5,2.4,4.55,4.7,0.3612
anybodi want stx lane tonight report delta barrack 745full battl rattlethi includ rucksacklbv compass water dummi rifl redlin flashlighthav assault pack rucksack bring kevlar pc,3.45,1.5,2.4,4.55,4.7,-0.5423
go gymhit later,3.45,1.5,2.4,4.55,4.7,0.0
peopl walk rain other get wet,3.45,1.5,2.4,4.55,4.7,0.0
anyon replac machin deserv,3.45,1.5,2.4,4.55,4.7,0.0
may overwork ab todayfeel torn,3.45,1.5,2.4,4.55,4.7,-0.25
undertak new action bring new strength,3.45,1.5,2.4,4.55,4.7,0.4939
go long run hit later,3.45,1.5,2.4,4.55,4.7,0.0
peopl never run far enough first wind find theyv got second,3.45,1.5,2.4,4.55,4.7,0.0
like run challeng run hard there pain youv got work way pain know late seem hear dont overdo dont push well think that lot bull shit push human bodi respond,3.45,1.5,2.4,4.55,4.7,-0.8724
person say cannot done interrupt person,3.45,1.5,2.4,4.55,4.7,0.2584
troubl punctual nobodi appreci,3.45,1.5,2.4,4.55,4.7,0.0
want leader tri act like one,3.45,1.5,2.4,4.55,4.7,0.4215
geniu persist conquer oppos give confid annihil obstacl everybodi believ determin man peopl know undertak thing battl half rule accomplish whatev set,3.45,1.5,2.4,4.55,4.7,0.4215
other iand,3.45,1.5,2.4,4.55,4.7,0.0
lunch go work outani workout involv certain amount danger respons improv bodi wear,3.45,1.5,2.4,4.55,4.7,-0.3182
first rule keep untroubl spirit second look thing face know,3.45,1.5,2.4,4.55,4.7,0.1779
dont drown fall water drown stay,3.45,1.5,2.4,4.55,4.7,0.7181
select one qualiti one person characterist regard highli correl success whatev field would pick trait persist determin endur end get knock seventi time get floor say come number seventyon,3.45,1.5,2.4,4.55,4.7,0.6124
wait moment everyth absolut everyth readi shall never begin,3.45,1.5,2.4,4.55,4.7,0.0
get smoke tonight,3.45,1.5,2.4,4.55,4.7,0.0
im great believ luck find harder work,3.45,1.5,2.4,4.55,4.7,0.7964
tough made equal part persist experi dont much outrun oppon outlast outsmart toughest oppon one insid head,3.45,1.5,2.4,4.55,4.7,-0.2023
go run,3.45,1.5,2.4,4.55,4.7,0.0
mondayenough said,3.45,1.5,2.4,4.55,4.7,0.0
jealousi tribut mediocr pay geniu,3.45,1.5,2.4,4.55,4.7,-0.1027
long accomplish great nobl task chief duti accomplish humbl task though great nobl,3.45,1.5,2.4,4.55,4.7,0.93
averag estim averag,3.45,1.5,2.4,4.55,4.7,0.0
phone dead,3.45,1.5,2.4,4.55,4.7,-0.6486
run cours weight room,3.45,1.5,2.4,4.55,4.7,0.0
person dont think there intellig life planet planet differ one,3.45,1.5,2.4,4.55,4.7,0.0
sinc hous fire let us warm,3.45,1.5,2.4,4.55,4.7,-0.128
go qm,3.45,1.5,2.4,4.55,4.7,0.0
msc iii class,3.45,1.5,2.4,4.55,4.7,0.0
good daygoodnight,3.45,1.5,2.4,4.55,4.7,0.4404
got battl rattl readi,3.45,1.5,2.4,4.55,4.7,0.0
educ progress discoveri ignor,3.45,1.5,2.4,4.55,4.7,0.4215
common sens uncommon degre world call wisdom,3.45,1.5,2.4,4.55,4.7,0.5267
execut abil decid quickli get somebodi els work,3.45,1.5,2.4,4.55,4.7,0.0
live sword get shot dont,3.45,1.5,2.4,4.55,4.7,0.0
want win didnt want lose,3.45,1.5,2.4,4.55,4.7,0.7689
despis fact alreadi almost 3 hour,3.45,1.5,2.4,4.55,4.7,0.0
noth world take place persist talent noth common unsuccess men talent geniu unreward geniu almost proverb educ world full educ derelict persist determin alon omnipot,3.45,1.5,2.4,4.55,4.7,0.6808
win mean noth without prepar,3.45,1.5,2.4,4.55,4.7,0.5859
excel art train habitu act rightli virtu excel rather act rightli repeatedli excel act habit,3.45,1.5,2.4,4.55,4.7,0.8402
ive got great ambit die exhaust rather boredom,3.45,1.5,2.4,4.55,4.7,-0.5106
life give lemon make grapejuic sit back let peopl wonder,3.45,1.5,2.4,4.55,4.7,0.0
sinc light travel faster sound peopl appear bright hear speak,3.45,1.5,2.4,4.55,4.7,0.4404
cant convinc confus,3.45,1.5,2.4,4.55,4.7,0.0
first free weekend,3.45,1.5,2.4,4.55,4.7,0.5106
power accur observ frequent call cynic dont,3.45,1.5,2.4,4.55,4.7,-0.34
far better dare mighti thing win gloriou triumph even though checker failur rank poor spirit neither enjoy suffer much live gray twilight know neither victori defeat,3.45,1.5,2.4,4.55,4.7,0.8779
here here hope never disagre ever hell here,3.45,1.5,2.4,4.55,4.7,0.7625
everyth differ doesnt mean anyth chang,3.45,1.5,2.4,4.55,4.7,0.0
characterist great wit say much word small wit seem gift speak much say noth,3.45,1.5,2.4,4.55,4.7,0.7906
doesnt work leap twentyfoot canyon two tenfoot jump,3.45,1.5,2.4,4.55,4.7,0.0
common sens instinct enough geniu,3.45,1.5,2.4,4.55,4.7,0.0
finish ruck run,3.45,1.5,2.4,4.55,4.7,0.0
ive alway felt anyon els make give best,3.45,1.5,2.4,4.55,4.7,0.6369
sometim entir appropri kill fli sledg hammer,3.45,1.5,2.4,4.55,4.7,-0.6908
chem test,3.45,1.5,2.4,4.55,4.7,0.0
dream permit everi one us quietli safe insan everi night live,3.45,1.5,2.4,4.55,4.7,0.5994
im greatest im doubl greatest knock em pick round,3.45,1.5,2.4,4.55,4.7,0.8555
one stick train throughout mani long year power longer problem rain doesnt matter tire that besid point simpli,3.45,1.5,2.4,4.55,4.7,-0.4164
seem rather incongru societi supersophist commun often suffer shortag listen,3.45,1.5,2.4,4.55,4.7,-0.5423
path less travel easi path would take thu make great simpli averag,3.45,1.5,2.4,4.55,4.7,0.6249
peopl demand freedom speech make freedom thought avoid,3.45,1.5,2.4,4.55,4.7,0.7717
matter go,3.45,1.5,2.4,4.55,4.7,0.0258
point say well im success might well take nap,3.45,1.5,2.4,4.55,4.7,0.7845
got back rugbi weight room go eathit later,3.45,1.5,2.4,4.55,4.7,0.0
your fair fight didnt plan properli,3.45,1.5,2.4,4.55,4.7,-0.0772
problem think time,3.45,1.5,2.4,4.55,4.7,-0.4019
light think travel faster anyth wrong matter fast light travel find dark alway got first wait,3.45,1.5,2.4,4.55,4.7,-0.4588
amaz amount news happen world everi day alway exactli fit newspap,3.45,1.5,2.4,4.55,4.7,0.3612
persever endur endur combin absolut assur certainti look go happen,3.45,1.5,2.4,4.55,4.7,0.0
critic someon walk mile shoe way critic mile away shoe,3.45,1.5,2.4,4.55,4.7,-0.4939
characterist excel strong man bring moment issu fore make decis weak alway forc decid altern chosen,3.45,1.5,2.4,4.55,4.7,0.5267
pictur mind world without war world without hate pictur us attack world theyd never expect,3.45,1.5,2.4,4.55,4.7,0.4667
motiv fire within someon els tri light fire chanc burn briefli,3.45,1.5,2.4,4.55,4.7,-0.5859
surpris,3.45,1.5,2.4,4.55,4.7,0.0
success result spontan combust must set fire,3.45,1.5,2.4,4.55,4.7,0.3182
clutter desk sign clutter mind signific clean desk,3.45,1.5,2.4,4.55,4.7,0.4019
believ requir action,3.45,1.5,2.4,4.55,4.7,0.0
two evil alway pick one ive never tri,3.45,1.5,2.4,4.55,4.7,-0.6597
adapt activ life prepar contempl practic activ life adapt contempl life take upon work activ life becom yet apt contempl,3.45,1.5,2.4,4.55,4.7,0.0
nan,3.45,1.5,2.4,4.55,4.7,0.0
think interest know less interest look,3.45,1.5,2.4,4.55,4.7,0.7184
man impos limit dont set,3.45,1.5,2.4,4.55,4.7,0.0
run think us good enjoy cannot help ourselvesth restrict societi work becom necessari find outlet crave freedom one say must run faster hump higher human spirit indomit,3.45,1.5,2.4,4.55,4.7,0.8985
must concern rule equal arduou actual intellectu life may serv whole distinct great mean harder alway find think know duti better know,3.45,1.5,2.4,4.55,4.7,0.7906
restless dicont discont first necces progress,3.45,1.5,2.4,4.55,4.7,0.1779
cannot surviv goal would bore,3.45,1.5,2.4,4.55,4.7,-0.25
httpwwwyoutubecomwatchvk78znto_efqfeatureplaylistp17708ed0c8cf48c1index19,3.45,1.5,2.4,4.55,4.7,0.0
slower move faster die,3.45,1.5,2.4,4.55,4.7,-0.5994
one reason resist make deliber choic choic equal chang us feel world unpredict enough tri minimis trauma chang person live,3.45,1.5,2.4,4.55,4.7,-0.4215
four way four way contact world evalu classifi four contact look say say,3.45,1.5,2.4,4.55,4.7,0.0
success often achiev dont know failur inevit,3.45,1.5,2.4,4.55,4.7,0.5719
workout like brush teeth dont think decis alreadi made,3.45,1.5,2.4,4.55,4.7,0.3612
leadership confin process write format,3.45,1.5,2.4,4.55,4.7,0.0
stay late read analysi caesar civil war man live quot audac audac alway audac amaz success life war polit yet anoth hwever old testament fortun trulli favor audaci say seem hold truth everi experi,3.45,1.5,2.4,4.55,4.7,-0.0258
everyon tri accomplish someth big realiz life made littl thing,3.45,1.5,2.4,4.55,4.7,0.4215
gonna sleep good tonight,3.45,1.5,2.4,4.55,4.7,0.4404
bee honey work money,3.45,1.5,2.4,4.55,4.7,0.0
fun,3.45,1.5,2.4,4.55,4.7,0.5106
hate express make tick american mind look simpl singular solut use foolish express person tick also chime strike hour fall break put togeth sometim stop like electr clock thunderstorm,3.45,1.5,2.4,4.55,4.7,-0.7184
go work outthen map set stx lane tonight hit want,3.45,1.5,2.4,4.55,4.7,0.0772
fight one round arm tire hardli lift hand come guard fight one round nose bleed eye black tire wish oppon would crack one jaw put sleep fight one round rememb man alway fight one round never beaten,3.45,1.5,2.4,4.55,4.7,-0.2887
