STATUS,sEXT,sNEU,sAGR,sCON,sOPN
doesnt like seem like entir room leav weekend hope fun,4.0,2.5,4.5,3.75,5.0
tire hungri stress,4.0,2.5,4.5,3.75,5.0
wish propnam would answer phone could stop worri,4.0,2.5,4.5,3.75,5.0
need explor seattl,4.0,2.5,4.5,3.75,5.0
read sic big fat underlin grammat mistak someon els made,4.0,2.5,4.5,3.75,5.0
keep come conclus propnam ass,4.0,2.5,4.5,3.75,5.0
probabl territori beer boy,4.0,2.5,4.5,3.75,5.0
pumpkin soup gloriou,4.0,2.5,4.5,3.75,5.0
woke queen head,4.0,2.5,4.5,3.75,5.0
finish read intro midnight,4.0,2.5,4.5,3.75,5.0
obama nobel peac prize weird,4.0,2.5,4.5,3.75,5.0
penguin cute bore,4.0,2.5,4.5,3.75,5.0
well know everyth okay,4.0,2.5,4.5,3.75,5.0
rose bubbl tea greatest idea ever,4.0,2.5,4.5,3.75,5.0
stop go facebook remind much miss propnam,4.0,2.5,4.5,3.75,5.0
paper,4.0,2.5,4.5,3.75,5.0
realli want move appart,4.0,2.5,4.5,3.75,5.0
realli hate send email peopl doesnt know ask stuff,4.0,2.5,4.5,3.75,5.0
want know propnam remind propnam,4.0,2.5,4.5,3.75,5.0
want anoth grill chees,4.0,2.5,4.5,3.75,5.0
final made send applic internship philippin,4.0,2.5,4.5,3.75,5.0
got box full yarn,4.0,2.5,4.5,3.75,5.0
chocol cupcak magic made everyth better,4.0,2.5,4.5,3.75,5.0
made cooki work done,4.0,2.5,4.5,3.75,5.0
propnam seattl,4.0,2.5,4.5,3.75,5.0
like food,4.0,2.5,4.5,3.75,5.0
probabl stop habit late night crochet,4.0,2.5,4.5,3.75,5.0
penguin smaller penguin,4.0,2.5,4.5,3.75,5.0
know thing bad eat feel like procrastin,4.0,2.5,4.5,3.75,5.0
isnt histori byzantin empir basic knowledg,4.0,2.5,4.5,3.75,5.0
still seattl time,4.0,2.5,4.5,3.75,5.0
place live seattl,4.0,2.5,4.5,3.75,5.0
thank everyon time lot birthday wish happi new year everyon,4.0,2.5,4.5,3.75,5.0
found new favorit banana bread rescip,4.0,2.5,4.5,3.75,5.0
probabl chang current citi e lans,4.0,2.5,4.5,3.75,5.0
think done six year plan,4.0,2.5,4.5,3.75,5.0
reject realiti substitut,3.35,2.35,2.85,3.2,3.7
,3.35,2.35,2.85,3.2,3.7
im sorri im lose im drive tunnel canyon airplan hang phone hous,3.35,2.35,2.85,3.2,3.7
sad miss fun go work 7 hour,3.35,2.35,2.85,3.2,3.7
hot next day look like get denser cloud percipit come san diego soon help cool thing degre dont hold im actual meterologist interpert satalit imageri might littl,3.35,2.35,2.85,3.2,3.7
think sleep good idea ever invent sleep deserv cooki big cooki chocol chip fresh oven back point sleep good,3.35,2.35,2.85,3.2,3.7
first day school tire scare real work come,3.35,2.35,2.85,3.2,3.7
amaz cours appl appl champion,3.35,2.35,2.85,3.2,3.7
never reliz tire social exstend period time,3.35,2.35,2.85,3.2,3.7
watch rerun hous hulu hous rock come back two week see much wors crazi peopl hous goe,3.35,2.35,2.85,3.2,3.7
excit abl perdict weather properli interpert satilit imageri,3.35,2.35,2.85,3.2,3.7
win take malmal,3.35,2.35,2.85,3.2,3.7
go full real reason next coupl hour also made realli good chocol chip cooki scratch hand,3.35,2.35,2.85,3.2,3.7
got shot ass headach work like imagin work like vicodin hous leg minu addict part basicli propnam good mood isnt pain,3.35,2.35,2.85,3.2,3.7
car back happi danc one wit,3.35,2.35,2.85,3.2,3.7
pray phone call doctor say neurologist accept refer see soon,3.35,2.35,2.85,3.2,3.7
uc yesterday apolog seem littl today gave anoth pain shot,3.35,2.35,2.85,3.2,3.7
spent half hour ductap tin spent hour play ductap made pouch never use propnam feel realli cool right,3.35,2.35,2.85,3.2,3.7
want know im say someth brilliant im explain well,3.35,2.35,2.85,3.2,3.7
system higher brain function complex thought offlin moment apolog incovi spell updat,3.35,2.35,2.85,3.2,3.7
mr frosti grand finish good summer,3.35,2.35,2.85,3.2,3.7
decid law physic must appli project one side take 2159 second drain water side side take fron 589 second 804 second empti result happen explan,3.35,2.35,2.85,3.2,3.7
know everyth doesnt mean ill tell anyth true,3.35,2.35,2.85,3.2,3.7
mind decid check left note say back around 11 tomorrow,3.35,2.35,2.85,3.2,3.7
head would explod skull wasnt hammer numeri sledg hammer needless say headach decid counter painkil make angri,3.35,2.35,2.85,3.2,3.7
witti respons hous,3.35,2.35,2.85,3.2,3.7
im call,3.35,2.35,2.85,3.2,3.7
illeg get caught assum your stupid enough get caught first place,3.35,2.35,2.85,3.2,3.7
feel need say someth deep profound late tire workout today condit best he got,3.35,2.35,2.85,3.2,3.7
statu updat 3rd person like never chang,3.35,2.35,2.85,3.2,3.7
exhaust stress award win bad luck streak term thing go way whatev reason nomin homecom court,3.35,2.35,2.85,3.2,3.7
tire probabl sick like stay posit think allergiespretti sure that spell wrong amaz time murder mysteri parti main investig close get right answer didnt enough inform also intend finish polish essay english way longer essay realli right,3.35,2.35,2.85,3.2,3.7
wash paper plate could use someth els would easier grab new one right next,3.35,2.35,2.85,3.2,3.7
probabl like lost ever symbol mind held,3.35,2.35,2.85,3.2,3.7
drink coffe midnight moment right time quit unusu,3.35,2.35,2.85,3.2,3.7
made amaz burrito dinner feel sad cant finish enjoy great delici anylong,3.35,2.35,2.85,3.2,3.7
6kcar break downfriday 13thme feel supersti 6kfailm tire,3.35,2.35,2.85,3.2,3.7
awsom period,3.35,2.35,2.85,3.2,3.7
got hair cut 2 today hope replic hairstyl half well stylist,3.35,2.35,2.85,3.2,3.7
brain feel tire stupid sat make sit room 4 hour take 2 12,3.35,2.35,2.85,3.2,3.7
tire pupil still domin respect iri anyon say super night vision,3.35,2.35,2.85,3.2,3.7
reliez devour chines food night 6k test isnt best choic food consum want well test,3.35,2.35,2.85,3.2,3.7
saw mous trap posit amaz great work everyon,3.35,2.35,2.85,3.2,3.7
woke sleep 13 hour 12 hour ago,3.35,2.35,2.85,3.2,3.7
sister ate 5x 55 112lb first sit entir meal,3.35,2.35,2.85,3.2,3.7
watch transform ii propnam neuro appoint tomorrow cant find headach log made pretti good pastri perfect next batch made,3.35,2.35,2.85,3.2,3.7
black friday shop propnam fun black friday wake 3hour sleep yet somehow oddli awak even ive alreadi full day noon,3.35,2.35,2.85,3.2,3.7
got sleep like hour wake 4 black friday shop propnam,3.35,2.35,2.85,3.2,3.7
hear whale call liter natur video play backround,3.35,2.35,2.85,3.2,3.7
word merri christma written rope light hung front window hous,3.35,2.35,2.85,3.2,3.7
oh weather outsid fright,3.35,2.35,2.85,3.2,3.7
still glitter stuck finger thank propnam,3.35,2.35,2.85,3.2,3.7
rawwaarwaarr,3.35,2.35,2.85,3.2,3.7
feel sleepi even late yet,3.35,2.35,2.85,3.2,3.7
hid closet major day,3.35,2.35,2.85,3.2,3.7
hung propnam today wrap present went park play swing set anyon say awesom,3.35,2.35,2.85,3.2,3.7
riversid strang wonderi mostli strang place show noon requir murder avocado eat dinner 330 merri christma world im strand famili,3.35,2.35,2.85,3.2,3.7
saw pictur brain slice slice mild brain damag headach migrain nonleth happi,3.35,2.35,2.85,3.2,3.7
your wonder want want make move caus aint got nightweez,3.35,2.35,2.85,3.2,3.7
head better final,3.35,2.35,2.85,3.2,3.7
love mind hate head,3.35,2.35,2.85,3.2,3.7
eat dinasour oatmeal,3.35,2.35,2.85,3.2,3.7
thank world dont mind im go get sleep new decad make us human tire,3.35,2.35,2.85,3.2,3.7
seren blueray realli realli cool,3.35,2.35,2.85,3.2,3.7
make better sex cake better certainli cost enough,3.35,2.35,2.85,3.2,3.7
santa isnt bring present year sent mal river dont think consid nois factor seren though get extreeeemli geeki refer im make smile accept everi year wish firefli start againhint hint santa,3.35,2.35,2.85,3.2,3.7
harbor strong distast 6k,3.35,2.35,2.85,3.2,3.7
1 honest answer ask one question send inbox question matter awkward ill answer honestli there catch dare post statu see peopl ask,3.35,2.35,2.85,3.2,3.7
great time tonight,3.35,2.35,2.85,3.2,3.7
illeg get caught assum your stupid enough get caught first place,3.35,2.35,2.85,3.2,3.7
dont seem annoy much usaul sure that deficit,3.35,2.35,2.85,3.2,3.7
hate new facebook suck,3.35,2.35,2.85,3.2,3.7
two kind peopl sit around think murder day,3.35,2.35,2.85,3.2,3.7
bet cant guess right appropri,3.35,2.35,2.85,3.2,3.7
act taco surf lazer tag one exhaust mind,3.35,2.35,2.85,3.2,3.7
burocrazia barcellona,2.55,1.4,4.25,3.9,4.15
back work ufff,2.55,1.4,4.25,3.9,4.15
acquazzon monsonico bcn ed io con gli infradito,2.55,1.4,4.25,3.9,4.15
la pioggia su bcn,2.55,1.4,4.25,3.9,4.15
du durù dudùuuuu,2.55,1.4,4.25,3.9,4.15
goodby beauti budapest,2.55,1.4,4.25,3.9,4.15
afternoon beach work barcelona els,2.55,1.4,4.25,3.9,4.15
never end thesi,2.55,1.4,4.25,3.9,4.15
thesi deliv parent place great moment,2.55,1.4,4.25,3.9,4.15
discussion della tesi domani all 1630 bocconi aula n32 tutti invitati,2.55,1.4,4.25,3.9,4.15
milano home sweet home,2.55,1.4,4.25,3.9,4.15
fra 5 ore sarà tutto finito aaaaaaaaahhhhhhhhhhhhhhh,2.55,1.4,4.25,3.9,4.15
tomorrow budapest,2.55,1.4,4.25,3.9,4.15
tomorrow geneva new start,2.55,1.4,4.25,3.9,4.15
snow storm geneva,2.55,1.4,4.25,3.9,4.15
dottor con lode e sotto la neve els,2.55,1.4,4.25,3.9,4.15
snow geneva,2.55,1.4,4.25,3.9,4.15
start read confess shopaholici exactli,2.15,1.6,4.6,4.2,4.05
gone dark side,2.15,1.6,4.6,4.2,4.05
result earli cant look os,2.15,1.6,4.6,4.2,4.05
back carolina,2.25,3.5,3.25,2.75,2.25
step foot philli unpackin get your town 3369060860,2.25,3.5,3.25,2.75,2.25
quick run,2.25,3.5,3.25,2.75,2.25
nyc chillin,2.25,3.5,3.25,2.75,2.25
facebook entir distract cell ya need,2.25,3.5,3.25,2.75,2.25
librari knockin legal write homework,2.25,3.5,3.25,2.75,2.25
busi busi,2.25,3.5,3.25,2.75,2.25
cant believ he law school right therefor actual poor colleg student yipe,2.25,3.5,3.25,2.75,2.25
gym,2.25,3.5,3.25,2.75,2.25
pandora fact greatest invent time owe entir current quasisan exist,2.25,3.5,3.25,2.75,2.25
,2.25,3.5,3.25,2.75,2.25
yrarbil,2.25,3.5,3.25,2.75,2.25
anyon ever told must case munday fuck man imagin youd get ass kick say someth like,2.25,3.5,3.25,2.75,2.25
read ever end,2.25,3.5,3.25,2.75,2.25
disclaim fact listen rap,2.25,3.5,3.25,2.75,2.25
believ cell phone offici broken beyond repair,2.25,3.5,3.25,2.75,2.25
chillin count crow,2.25,3.5,3.25,2.75,2.25
haha realli safeti win go heel,2.25,3.5,3.25,2.75,2.25
think read book somewher sure book sure wasnt noth oh ya,2.25,3.5,3.25,2.75,2.25
appar your golfer,2.25,3.5,3.25,2.75,2.25
dont know thang yah idea,2.25,3.5,3.25,2.75,2.25
c legal write suck r someth deem suck take innordin amount time complet mind numb silenc slowli drive fuck crazi e berkovitch determin work pennoy outdat case bear actual modern day law suck took 5 hour drove fuck crazi,2.25,3.5,3.25,2.75,2.25
bewar uncag coral,2.25,3.5,3.25,2.75,2.25
divin apathi diseas youth watch dont catch say son time luck need,2.25,3.5,3.25,2.75,2.25
wish time watch steeler stomp bear,2.25,3.5,3.25,2.75,2.25
thank,2.25,3.5,3.25,2.75,2.25
damn feel good gangster,2.25,3.5,3.25,2.75,2.25
take part disturb nap probabl end life youv warn,2.25,3.5,3.25,2.75,2.25
pc load letter fuck mean,2.25,3.5,3.25,2.75,2.25
sometim take chanc sometim take pill write better ever felt,2.25,3.5,3.25,2.75,2.25
teenag vow park lot till tonight us part haha love,2.25,3.5,3.25,2.75,2.25
3 law school,2.25,3.5,3.25,2.75,2.25
shit bercovitch made yanke hat popular yanke,2.25,3.5,3.25,2.75,2.25
sigh,2.25,3.5,3.25,2.75,2.25
checkin new gym,2.25,3.5,3.25,2.75,2.25
great ambit conquest without contribut without signific,2.25,3.5,3.25,2.75,2.25
want shit forev man,2.25,3.5,3.25,2.75,2.25
dear homeown apolog contribut destruct plastic fenc though pleas know inde reach destin rock cock okay realli rock,2.25,3.5,3.25,2.75,2.25
must quarter life crisi,2.25,3.5,3.25,2.75,2.25
suggest learn love made illeg,2.25,3.5,3.25,2.75,2.25
chivalri timelin propnam haha,2.25,3.5,3.25,2.75,2.25
checkin dougi like she patti mayonnais realli peopl get paid come shit second guess career path shoulda rapper could total pull grill,2.25,3.5,3.25,2.75,2.25
leebrari,2.25,3.5,3.25,2.75,2.25
tort aka intro ambul chase,2.25,3.5,3.25,2.75,2.25
q back,2.25,3.5,3.25,2.75,2.25
shit didnt pass bar know littl bit enough wont illeg search shit,2.25,3.5,3.25,2.75,2.25
time luck need,2.25,3.5,3.25,2.75,2.25
re ipsa loquitur sed quid inferno dicet,2.25,3.5,3.25,2.75,2.25
hey what favorit planet mine sun caus like king planet,2.25,3.5,3.25,2.75,2.25
danger time coalit reason extrem weak,2.25,3.5,3.25,2.75,2.25
schedul next semest suck ball,2.25,3.5,3.25,2.75,2.25
anyon civ pro paper,2.25,3.5,3.25,2.75,2.25
paid everyth roll dice one time,2.25,3.5,3.25,2.75,2.25
feel stupid someth come goe,2.25,3.5,3.25,2.75,2.25
sue ok chang pic fb suck mother facebook chat know look like shit mother call lol,2.25,3.5,3.25,2.75,2.25
quot day ex themhav saggi ball slap u sex discust thing ever,2.25,3.5,3.25,2.75,2.25
28 usc 76 excus play like champion,2.25,3.5,3.25,2.75,2.25
left stand make million write book way,2.25,3.5,3.25,2.75,2.25
pardon burst,2.25,3.5,3.25,2.75,2.25
propnam smore menu appar im go forc eat one within next five minut feel like im damn campfir,2.25,3.5,3.25,2.75,2.25
saw truck come step ga order becom airborn knew could fli batman 173 nw2d 619 wisc 1970,2.25,3.5,3.25,2.75,2.25
new droid phone sweetest phone ever xma come earli bitch,2.25,3.5,3.25,2.75,2.25
funni way think one kid walk 10 mile school anoth drop,2.25,3.5,3.25,2.75,2.25
want puppi dammit,2.25,3.5,3.25,2.75,2.25
nap suck someon shoulda woke dammit,2.25,3.5,3.25,2.75,2.25
coincid god way remain anonym einstein,2.25,3.5,3.25,2.75,2.25
perfect mean confus aim seem main problem,2.25,3.5,3.25,2.75,2.25
begin understand correl titl esquir alcohol,2.25,3.5,3.25,2.75,2.25
damn oliet,2.25,3.5,3.25,2.75,2.25
steeler,2.25,3.5,3.25,2.75,2.25
said filipino that nation thank cam,2.25,3.5,3.25,2.75,2.25
headlin read defend hang juri doesnt,2.25,3.5,3.25,2.75,2.25
anyon els intern law next semest,2.25,3.5,3.25,2.75,2.25
im like fat kid dodg ball,2.25,3.5,3.25,2.75,2.25
memoathon weekend,2.25,3.5,3.25,2.75,2.25
steeler,2.25,3.5,3.25,2.75,2.25
gym back leebrari wow,2.25,3.5,3.25,2.75,2.25
villanova wildcat georgetown hoya,2.25,3.5,3.25,2.75,2.25
1l week,2.25,3.5,3.25,2.75,2.25
got tire learn law abstract decid id go ahead cop issu citat court appear yay field trip,2.25,3.5,3.25,2.75,2.25
volcano insur weve never volcano erupt well dont think due one propnam,2.25,3.5,3.25,2.75,2.25
90 music iswa shit,2.25,3.5,3.25,2.75,2.25
got five,2.25,3.5,3.25,2.75,2.25
nm found,2.25,3.5,3.25,2.75,2.25
tell think itd alright crash tonight see im shape drive anyway got place go,2.25,3.5,3.25,2.75,2.25
fuck memo take 5 hour drive reason person fuck crazi c therefor legal write fuck suck,2.25,3.5,3.25,2.75,2.25
grave digger dig grave could make shallow feel rain,2.25,3.5,3.25,2.75,2.25
im like lawyer way im alway tri get,2.25,3.5,3.25,2.75,2.25
long sinc ive seen ocean guess,2.25,3.5,3.25,2.75,2.25
dream provid whether mice men get second tri,2.25,3.5,3.25,2.75,2.25
facebook go creat dislik button,2.25,3.5,3.25,2.75,2.25
jäg äslkar sverig d4,2.65,1.7,3.95,3.0,3.15
sweden d1,2.65,1.7,3.95,3.0,3.15
6 till sweden 3,2.65,1.7,3.95,3.0,3.15
bestanden,2.65,1.7,3.95,3.0,3.15
morgen rettungshelferprüfung,2.65,1.7,3.95,3.0,3.15
bought woa ticket,2.65,1.7,3.95,3.0,3.15
happi anniversari hubbi 3 3 year marri today cant tell humid lol,3.25,1.75,3.75,4.75,4.25
time 1st time long long time,3.25,1.75,3.75,4.75,4.25
keep swim keep swim swim propnam find nemo stuck head forev phase lol,3.25,1.75,3.75,4.75,4.25
seawe alway greener somebodi els lake,3.25,1.75,3.75,4.75,4.25
pack clean wipe littl nose,3.25,1.75,3.75,4.75,4.25
great week everyon see next week return famili fun 3,3.25,1.75,3.75,4.75,4.25
pack cant wait one last blast summer 3 turk caico,3.25,1.75,3.75,4.75,4.25
croup let nighttim fun begin,3.25,1.75,3.75,4.75,4.25
nebul fun tonight,3.25,1.75,3.75,4.75,4.25
laundri done ahhhhhhhhh lol,3.25,1.75,3.75,4.75,4.25
still dont get twitter even im offici touch someth like,3.25,1.75,3.75,4.75,4.25
eye eye leav whole world blind,3.25,1.75,3.75,4.75,4.25
boo zoo trick treat 2009 awesom,3.25,1.75,3.75,4.75,4.25
edit person statement graduat school,3.25,1.75,3.75,4.75,4.25
nyu graduat applic complet,3.25,1.75,3.75,4.75,4.25
let go yankeeeesss,3.25,1.75,3.75,4.75,4.25
rain drop keep fall head,3.25,1.75,3.75,4.75,4.25
happi halloween,3.25,1.75,3.75,4.75,4.25
ever humbl love bed 3,3.25,1.75,3.75,4.75,4.25
write person statement graduat school,3.25,1.75,3.75,4.75,4.25
propnam gram made mexico seriou kraft,3.25,1.75,3.75,4.75,4.25
propnam golf live room sinc 1230 afternoon lol wii crazi,3.25,1.75,3.75,4.75,4.25
excit holiday shop done excit nephew first holiday show tonight 3 3 3,3.25,1.75,3.75,4.75,4.25
propnam love sweet potato vanilla ice cream best lol bout,3.25,1.75,3.75,4.75,4.25
clean laundri bake cooki listen christma music,3.25,1.75,3.75,4.75,4.25
love propnam first real snow day famili,3.25,1.75,3.75,4.75,4.25
happi new year night night work 7 hour 3,3.25,1.75,3.75,4.75,4.25
excit french braid propnam hair lol,3.25,1.75,3.75,4.75,4.25
love air condit right almost much brother propnam lol,3.25,1.75,3.75,4.75,4.25
cant believ end past season dexter,3.25,1.75,3.75,4.75,4.25
noth like quiet peac watch sleep babi,3.25,1.75,3.75,4.75,4.25
earli much,3.25,1.75,3.75,4.75,4.25
merri christma everyon,3.25,1.75,3.75,4.75,4.25
jf make pancak propnam cours jf coffe left sure want anyth jf black like soul sugar jf kid im sweet enough that 26 year 3 semper fi uncl propnam,3.25,1.75,3.75,4.75,4.25
today time clean place get laundri done,3.25,1.75,3.75,4.75,4.25
miss hubbi boy night 3 lol,3.25,1.75,3.75,4.75,4.25
feel better today 2010 kick booti depress two week,3.25,1.75,3.75,4.75,4.25
